"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"WILLAMY ALVES DOS SANTOS","DR. WILLAMY SANTOS",8,1
"ABELARDO LUIZ LUPION MELLO","LUPION",7,1
"ABELMIDIO DE SA RIBAS","SÁ RIBAS",8,1
"ADAO ALVES DO AMARAL","BIM BIM",4,1
"ADEMIR ANTONIO DOS SANTOS","ADEMIR SANTOS",6,1
"AIRTON BERNARDO ROVEDA","AIRTON ROVEDA",8,1
"ALCENI ANGELO GUERRA","ALCENI GUERRA",8,1
"ALDAIR TARCISIO RIZZI","ALDAIR RIZZI",8,1
"ALDEMAR BENVINDO MASCARENHAS","MASCARENHAS",8,1
"AMADEU ALVES DE OLIVEIRA FILHO","PROFESSOR AMADEU",8,1
"ANATOLIO NOVAES DA SILVA","NATINHO",6,1
"ANDRE ZACHAROW","ANDRE ZACHAROW",8,1
"ANDRE LUIZ VARGAS ILARIO","ANDRÉ VARGAS",8,1
"ANGELA MARIA DE FATIMA PADILHA","ANGELA MARIA",6,1
"ANGELO CARLOS VANHONI","ANGELO VANHONI",8,1
"ANTENOR GOMES DE LIMA","DR. ANTENOR",8,1
"ANTONIO CARLOS BOIKO","TITCHO",8,1
"ANTONIO CARLOS DA SILVA FIGUEIREDO","CORONEL FIGUEIREDO",8,1
"APARECIDO CARLOS DE SOUZA","FIATI",8,1
"ARISTIDES GIRARDI","ARISTIDES GIRARDI",8,1
"ASSIS MIGUEL DO COUTO","ASSIS DO COUTO",3,1
"BENJAMIM ZANLORENCI JUNIOR","ZANLORENCI",8,1
"BERNARDINO BARRETO DE OLIVEIRA","OLIVEIRA FILHO",6,1
"CARLOS ROBERTO MASSA JUNIOR","RATINHO JUNIOR",8,1
"CEZAR AUGUSTO CAROLLO SILVESTRI","CEZAR SILVESTRI",8,1
"CHRISTOPHER PETER BUENO NETTO","CHRISTO",8,2
"CIRO GILMAR CAMPOS","CIRO CAMPOS",8,1
"CLAIR DA FLORA MARTINS","DRA. CLAIR",8,1
"CLAUDIA ROSANA MACHADO CONTE","CLAUDIA COMTE",8,1
"CLAUDINEY COSTA FERREIRA","CLAUDINEY COSTA",5,1
"CLAUDIO ROQUE MARTINS","CLAUDIO ROQUE",7,1
"CELIO NATERA PEGORARI","DR. CÉLIO DA FARMÁCIA",8,1
"DANIEL FALAVINHA IENSEN","DANIEL IENSEN",6,1
"DARCY ANDRADE DOS SANTOS","DARCY SANTOS",7,1
"DILCEU JOAO SPERAFICO","DILCEU SPERAFICO",8,1
"DILTO VITORASSI","VITORASSI",4,1
"DILVO SILVEIRA FERNANDES","DILVO FERNANDES",6,1
"DORVAL AUGUSTO LUIZ DOS SANTOS","DORVAL",8,1
"EDSON DE JESUS GOMES CARNEIRO","EDSON CARNEIRO",8,1
"EDSON FERNANDO LARA DIAS","EDSON LARA",8,1
"EDSON ITARU KAMINAGAKURA","DR. EDSON KAMINAGAKURA",8,1
"EDSON SADAO IMOTO","IMOTO",8,1
"EDUARDO FRANCISCO SCIARRA","EDUARDO SCIARRA",8,1
"ELAINE LETICIA JUSTEN DE SIQUEIRA","ELAINE JUSTEN",6,1
"ELCIO ARAUJO","ELCIO ARAUJO",8,1
"ELIANE APARECIDA KRAUSE","ELIANE KRAUSE",7,1
"EMERSON AZEVEDO CALIXTO","EMERSON AZEVEDO CALIXTO",8,1
"EMILIA DE SALLES BELINATI","EMILIA BELINATI",8,1
"EMILIO JOSE LEMOS DE LIMA","EMILIO DE LIMA",7,1
"FABIANO VICENTE VENETE ELIAS","FABIANO VICENTE ELIAS",8,1
"FELIPE NASSER DAHER","FELIPE NASSER DAHER",7,1
"FERNANDO LUCIO GIACOBO","GIACOBO",6,1
"FLAVIO LUIS MOREIRA ANTUNES","FLAVIO ANTUNES",8,1
"FLORISVALDO FIER","DR. ROSINHA",8,1
"FLAVIO MARCELO GONCALVES VICENTE","FLÁVIO VICENTE",8,1
"FRANCISCO LOPES CAROLINA","CHIQUINHO DO PARANÁ",6,1
"FRANCISCO OCTAVIO BECKERT","CHICO DA PRINCESA",6,1
"GERVESON TRAMONTIN SILVEIRA","GERVESON TRAMONTIN",8,1
"GUSTAVO BONATO FRUET","GUSTAVO FRUET",8,1
"HAROLDO RODRIGUES FERREIRA","DR. HAROLDO",8,1
"HERMES PARCIANELLO","HERMES PARCIANELLO FRANGÃO",8,1
"HOMERO BARBOSA NETO","BARBOSA NETO",8,1
"ILSON APARECIDO ESTEFANI","GAUCHO TROVADOR",5,1
"IRINEU MARIO COLOMBO","COLOMBO",8,1
"IRINEU RODRIGUES","IRINEU RODRIGUES",8,1
"ISAEL PASTUCH JUNIOR","PASTUCH - (PASTUCHINHO)",8,1
"ISRAEL TAGLIARI","ISRAEL TAGLIARI",8,1
"JACOB ALFREDO STOFFELS KAEFER","ALFREDO KAEFER",8,1
"JESUS VIEIRA DOS SANTOS","JESUS VIEIRA",8,1
"JISLAINE NEULS ALVES PRUDENTE","DRA. JISLAINE",8,1
"JOAO SOBIERANSKI","JOAO SOBIERANSKI",8,1
"JOCY CARLOS SILVA","JOCY",7,1
"JORGE DAVID DERBLI PINTO","JORGE DERBLI",4,1
"JORGE ROSAS DEMIATE","JORGE ROSAS DEMIATE",8,1
"JOSE LUIZ GONZAGA PINHEIRO","JEAN",6,1
"JOSIAS MILANI","MILANI",5,1
"JOSE ADILSON STUZATA","ADILSON STUZATA",8,1
"JOSE CICERO ROCHA","ROCHINHA",5,1
"JOSE EDMIR MIRO GASPAR FALKEMBACK","MIRO FALKEMBACK",8,1
"JOSE WILSON CARVALHO","JOSÉ WILSON CARVALHO",8,1
"JOAO IVO CALEFFI","JOÃO IVO",8,1
"JOAO MANOEL DELGADO LUCENA","JOÃO LUCENA",8,1
"JOAO RENATO BIZETTO","JOÃO BIZETTO",8,1
"JUAN VICENTE GAMARRA","GAMARRA",5,1
"LAUDIR DE OLIVEIRA SLOMPO","LAUDIR",8,1
"LEOPOLDO GUIMARAES DA CUNHA NETO","LEOPOLDO CUNHA NETO",8,1
"LUCIANO PIZZATTO","LUCIANO PIZZATTO",8,1
"LUCINDO CARLI LOURES","LUCINDO CARLI LOURES",6,1
"LUCY MARA SILVA BAU","LUCY MARA BAÚ",8,1
"LUIZ ANTONIO IURKIEWIECZ","LUIZ IURKI",8,1
"LUIZ ARY GIN","LUIZ GIN",5,1
"LUIZ CARLOS DA SILVA HERLLAIN","LUIZ HERLAIN",3,1
"LUIZ CARLOS GOMES","DR. LUIZ",8,1
"LUIZ CARLOS JORGE HAULY","LUIZ CARLOS HAULY",8,1
"LUIZ CARLOS SANCHES","SANCHES",8,1
"LUIZ CARLOS SETIM","SETIM",8,1
"LUIZ GUILHERMINO RORATO","LUIZ RORATO",8,1
"LUIZ LAURINDO FERREIRA","BISA TUR",5,1
"LUIZ MARCIO FORMIGHIERI RIBAS","MÁRCIO FORMIGHIERI RIBAS",8,1
"LUIZ RENATO RODRIGUES DA CUNHA","LUIZ RENATO",8,1
"MANASSES NOBRE SOBRINHO","MANASSES",7,1
"MANOEL APARECIDO ALVES DO NASCIMENTO","MANOEL NASCIMENTO",8,1
"MANOEL ROSA","MANOEL ROSA",8,1
"MARCELO BELTRAO DE ALMEIDA","MARCELO ALMEIDA",8,1
"MARCELO ELIAS ROQUE","MARCELO ROQUE",3,1
"MARCO ANTONIO CAMENAR","MARCO CAMENAR",6,1
"MARCOS ROCHINSKI","MARCOS ROCHINSKI",6,1
"MARCOS VALENTE ISFER","MARCOS ISFER",8,1
"MARIANO TAGLIANETTI","MARIANO TÁ",8,1
"MARICELMA BREGOLA","MARICELMA BREGOLA",8,1
"MARINO ELIGIO GONCALVES","MARINO",8,1
"MAX ROSENMANN","MAX ROSENMANN",8,1
"MAXCIEL JOSE PEDRONI","MAXCIEL",8,1
"MILTON ANTONIO OLIVEIRA DIGIACOMO","MILTON",8,1
"MOACIR MICHELETTO","MICHELETTO",8,1
"NASSER DOS SANTOS BANDEIRA","GAUCHÃO",6,1
"NELSON MEURER","NELSON MEURER",4,1
"NEUDI MOSCONI","MOSCONI",8,1
"NITIS JACON DE ARAUJO MOREIRA","NITIS JACON",8,1
"NOEDI BITTENCOURT MARTINS","NOEDI BITTENCOURT MARTINS",8,1
"ODILIO BALBINOTTI","BALBINOTTI",6,1
"ORLANDO ANZOATEGUI JUNIOR","ORLANDO ANZOATEGUI",8,1
"OSMAR GALVAO","GALVÃO",8,1
"OSMAR JOSE SERRAGLIO","OSMAR SERRAGLIO",8,1
"OSVALDO APARECIDO HERRERA","OSVALDO HERRERA",7,1
"OSVALDO DOS SANTOS HELLVIG","OSVALDO S. HELLVIG",6,1
"OTAIR LUIZ DOS SANTOS","OTAIR",5,1
"PAULO MENEZES DE CARVALHO","PAULO MENEZES",8,1
"PAULO SERGIO LEDIO MARTINS","SERGIO MARTINS",6,1
"PEDRO EVANGELISTA DOS SANTOS","PEDRO RADADE",6,1
"PEDRO LAURO DOMARADZKI","PEDRO LAURO",6,1
"PIRATAN ARAUJO FILHO","DR. PIRATAN ARAÚJO",8,1
"RAMIRO LEITE","RAMIRO LEITE",8,1
"RAQUEL FERREIRA BASSETTO","RAQUEL BASSETTO",6,1
"RAUL BRAND JUNIOR","RAUL BRAND JUNIOR",8,1
"REINHOLD STEPHANES","REINHOLD STEPHANES",8,1
"RENATA EITELWEIN BUENO","RENATA BUENO",8,1
"RICARDO CRACHINESKI GOMYDE","RICARDO GOMYDE",7,1
"RICARDO JOSE MAGALHAES BARROS","RICARDO BARROS",8,1
"RICARDO TOSI","RICARDO TOSI",6,1
"ROSEMARI KALLUF SCHNECK","ROSEMARI KALLUF",8,1
"RUBENS LOUREIRO","RUBENS LOUREIRO",8,1
"SEBASTIANA DE LURDES SANTOS DE LACERDA","SEBASTIANA LACERDA",6,1
"SELMA MARIA SCHONS","SELMA",8,1
"SERGIO ANDREKOWICZ","SERGIO ANDREKOWICZ",8,1
"SERGIO FANUCCHI","SERGIO",8,1
"SERGIO LUIZ DE SOUZA","SERGIO SOUZA",8,1
"SERGIO PAULO DE OLIVEIRA","PROFESSOR SERGIO",8,1
"SEVERINO NUNES DE ARAUJO","SEVERINO ARAÚJO",6,1
"SHEILA ELIAS RIBEIRO","SHEILA",3,1
"SIDNEI OLIVEIRA TELLES FILHO","SIDNEI TELLES",8,1
"SERGIO BAVARESCO","SERGINHO BAVARESCO",8,1
"SERGIO DE ARAGON FERREIRA","ARAGON",8,1
"TERCILIO LUIZ TURINI","TERCILIO TURINI",8,1
"VALDIR ROSSI","VALDIR ROSSI",8,1
"VALTER VIANA","VALTER VIANA",5,1
"VERA LUCIA BARTZ","VERA BARTZ",7,1
"VILCELIO ROBERTO SCARPIM","PROF. VILCÉLIO SCARPIM",8,1
"VILSON DOS SANTOS OLIVEIRA","VILSON DE OLIVEIRA",6,1
"VOLDIMIR MIRAO MAISTROVICZ","VOLDIMIR MIRÃO MAISTROVICZ",8,1
"WILSON PICLER","PROF. PICLER",8,1
"ERICO BRAZ COSTA JUNIOR","ÉRICO JUNIOR",7,1
"IRIS XAVIER SIMOES","ÍRIS SIMÕES",8,1
"ADALBERTO DE AZEVEDO PINTO","BETO AZEVEDO",8,1
"ADELCIMAR MENEZES","BISPO CIMAR MENEZES",4,1
"ADELMO ANTONIO DOS SANTOS","ADELMO SANTOS",6,1
"ADELSON PEREIRA GUEDES","ADELSON GUEDES",5,1
"ADEMILTO SILVA DE SOUZA","ADEMILTO BOMBEIRAO",7,1
"ADERLY DE OLIVEIRA VALENTE","ADERLY VALENTE",7,1
"ADILSON LIBANIO DA CRUZ","LIBANIO",8,1
"ADILSON MENDES FONSECA","ADILSON TAIPAN",5,1
"ADILSON SOARES","DR. ADILSON SOARES",8,1
"ADRIANO HENRIQUE DE ANDRADE FIGUEIRA SILVA","ADRIANO FIGUEIRA",7,1
"ADRIANO MATTHEIS LONDRES","ADRIANO LONDRES",8,1
"AGNALDO FERNANDES SILVA","AGNALDO FERNANDES",6,1
"AILTON ARRUDA FERREIRA FILHO","ARRUDA",8,1
"AILTON TOBIAS DE ANDRADE","TOBIAS",6,1
"AJANDI JOSE COSTA SOARES","AJANDI SOARES",8,1
"ALBERTO DA ROCHA REBELLO JUNIOR","ALBERTO ROCHA",8,1
"ALBERTO LUCIO VALENTIM DE SOUZA","ALBERTO VALENTIM",8,1
"ALBERTO LUIZ GUIMARAES IECIN","BETINHO",8,1
"ALCINIR MOURA GONCALVES","ALCINIR GONÇALVES",8,1
"ALESSANDRO DE SOUZA BARBOSA","ALESSANDO SB",7,1
"ALEXANDRE AGUIAR CARDOSO","ALEXANDRE CARDOSO",8,1
"ALEXANDRE ARON MOUSSATCHE","ALEXANDRE ARON",8,1
"ALEXANDRE BASBAUN BARCELLOS","ALEXANDRE BARCELLOS",8,1
"ALEXANDRE COBBETT STAEL COSME","COBBETT",8,1
"ALEXANDRE DA ATHAYDE FRANCISCO","ALEXANDRE",7,1
"ALEXANDRE JOSE DOS SANTOS","ALEXANDRE SANTOS",8,1
"ALEXANDRE PIRES CERQUEIRA","ALEXANDRE PIRES",6,1
"ALEXANDRE RODRIGUES PINTO","ALEXANDRE RODRIGUES",4,1
"ALFREDO LUIZ DE ARAUJO","ALFREDO LUIZ",8,1
"ALMIR OLIVEIRA MOURA","PASTOR ALMIR MOURA",7,1
"ALMIR RANGEL DE CARVALHO","ALMIIR RANGEL",5,1
"ALOYR ORSI","ALOYR",6,1
"ALUISIO FERREIRA TORRES","ALUÍSIO TORRES",4,1
"ALVARO ANIBAL ALVES DE MAGALHAES","ALVARO MAGALHÃES",8,1
"ALVARO FREIRE DA MOTTA","ALVARO MOTTA",8,1
"AMANCIO SANTANNA LUIZ DE MATTOS","SASSÁ",8,1
"AMERICO LUIZ RODRIGUES","DR AMERICO",8,1
"AMERICO AUGUSTO NOGUEIRA VIEIRA","AMÉRICO VIEIRA",8,1
"AMERICO PESSOA DE OLIVEIRA FILHO","AMÉRICO PESSOA",6,1
"ANA CRISTINA CARVALHAES MACHADO","ANA C. MACHADO",8,1
"ANA MARIA DE SOUZA CORREA","PASTORA ANA",8,1
"ANA RITA LOPES HEITOR","ANNA RITA",8,1
"ANANIAS FRANCISCO DE SOUZA","ANANIAS",7,1
"ANDERSON DE MARTINO","ANDERSON DA FARMÁCIA",6,1
"ANDERSON SIQUEIRA MOURA","ANDERSON MOURA",8,1
"ANDRE INACIO DOS SANTOS","TAFFAREL",6,1
"ANDRE MAGALHAES BARROS","ANDRE BARROS",8,1
"ANDREI DE CARLOS MEDEIROS SILVA","ANDREI DE CARLOS",6,1
"ANDREI DE SAMPAIO BASTOS","ANDREI BASTOS",6,1
"ANDREIA ALMEIDA ZITO DOS SANTOS","ANDREIA ZITO",8,1
"ANDRE LUIZ ALVES DE LIMA","TENENTE LUIZ ALVES",4,1
"ANDRE LUIZ COSTA DE SOUZA","ANDRÉ COSTA",8,1
"ANGELA MARIA DUARTE SANTOS","MISSIONARIA ANGELA",8,1
"ANGELA VILACA DE SOUZA","ANGELA DA CENTRAL",6,1
"ANSELMO SATURNINO TEIXEIRA","DR. ANSELMO TEIXEIRA",8,1
"ANTONIO BARBOSA DA SILVA","ANTONIO BARBOSA",6,1
"ANTONIO CARLOS DA COSTA MATTOS","CARLOS MATTOS",7,1
"ANTONIO CARLOS LOPES PIRES","PIRES",8,1
"ANTONIO CARLOS PINTO","CARLOS PINTO",8,1
"ANTONIO CARLOS SILVA BISCAIA","BISCAIA",8,1
"ANTONIO CASTANHEIRO PURIFICACAO","CASTANHEIRO",8,1
"ANTONIO CESAR E SILVA","TUCA",8,1
"ANTONIO DE PADUA SOUZA","APS ANTONIO",6,1
"ANTONIO DE SOUZA FRANCO","FRANCO CORREDOR",4,1
"ANTONIO DIAS RIBEIRO","CHEFINHO",7,1
"ANTONIO DOMINGOS DA SILVA","ROMARIO",6,1
"ANTONIO FERNANDO RANGEL DOS SANTOS","TUNICÃO RANGEL",8,1
"ANTONIO FLAVIO HORATO MENENDES","FLAVIO MENENDES",6,1
"ANTONIO FRANCO DE CARVALHO","ANTONIO FRANCO",8,1
"ANTONIO JOSE RAYMUNDO SOBRINHO","ANTONIO JOSE",8,1
"ANTONIO JOSE RIBEIRO FILHO","PROFESSOR ANTONIO JOSÉ",8,1
"ANTONIO LAPROVITA","PASTOR ANTONIO LAPROVITA",6,1
"ANTONIO PEDRO DE SIQUEIRA INDIO DA COSTA","INDIO DA COSTA",8,1
"ANTONIO PEREIRA DA SILVA","ANTONIO BUTI",6,1
"ANTONIO ROCHA E SOUZA","ANTONIO ROCHA",8,1
"ANTONIO SOARES FILHO","ANTHONIO SÓ",4,1
"ANYLCIO TEIXEIRA PINTO TELLES FILHO","DR. TELLES",8,1
"ARI PINTO DE AMORIM FILHO","ARI PINTO",3,1
"ARILDO DE AZEVEDO","ARILDO",5,1
"ARLINDO GERARDO MOLINA GONCALVES","MOLINA",8,1
"ARMANDO GONCALVES MADEIRA JUNIOR","COMTE MADEIRA",8,1
"ARNALDO FRANCA VIANNA","ARNALDO VIANNA",8,1
"ARTHUR FRANCA LIMA","BOLITO",5,1
"ARY FERREIRA DE SOUZA","DR. ARY MÉDICO",8,1
"ASPASIA BRASILEIRO ALCANTARA DE CAMARGO","ASPASIA CAMARGO",8,1
"AYRTON ALVARENGA XEREZ","AYRTON XEREZ",8,1
"BENEDITO FONSECA E SOUZA ADEODATO","PROF. BENÉ",8,1
"BENEDITO LIMA","BENEDITO LIMA",8,1
"BENEDITO WILTON DE MORAIS","BRODER",6,1
"BENONI ALMEIDA DE SOUZA","BENONI",6,1
"BOANERGES GARRO FERREIRA RABELLO NETO","BOANERGES GARRO",8,1
"BRUNO LOPES DE ALMEIDA","BRUNO LOPES",6,1
"BRUNO MARINHO BARCELLOS","BRUNINHO",6,1
"CAIO NOGUEIRA DE MELLO","CAIO MELLO",8,1
"CANDIDO SERGIO DA ROCHA","SÉRGIO SADAM",8,1
"CARLOS ALBERTO ALMADA","BETO ALMADA",8,1
"CARLOS ALBERTO ARRUDA RODRIGUES","ARRUDA NELES",8,1
"CARLOS ALBERTO BALBI MOURA","BALBI",8,1
"CARLOS ALBERTO COELHO PESSOA","CARLOS PESSOA",8,1
"CARLOS ALBERTO DE CARVALHO","BETINHO DO PARAISO",3,1
"CARLOS ALBERTO DE MEDEIROS FILHO","CARLÃO MEDEIROS",8,1
"CARLOS ALBERTO IVANIR DOS SANTOS","IVANIR DOS SANTOS",8,1
"CARLOS ALBERTO XAVIER DE ALMEIDA","CARLOS XAVIER ALMEIDA",6,1
"CARLOS ANTONIO","CARLOS ANTONIO",7,1
"CARLOS ANTONIO OLIVEIRA DA SILVA","CARLOS SILVA",7,1
"CARLOS AUGUSTO AFONSO COSTA","DR CARLOS AFONSO",8,1
"CARLOS AUGUSTO DE AZEVEDO","CARLOS DA ASSOCIAÇÃO",5,1
"CARLOS AUGUSTO RIBEIRO CANCIO","CARLOS AUGUSTO",8,1
"CARLOS CAMPUZANO MARTINEZ","CARLOS CAMPUZANO",8,1
"CARLOS CESAR DE LARA FORTES NETO","CARLOS CESAR LARA",7,1
"CARLOS CESAR GOMES","DR. CARLÃO",8,1
"CARLOS DAUDT BRIZOLA","BRIZOLA NETO",6,1
"CARLOS DIAS FILHO","CARLOS DIAS",8,1
"CARLOS EDUARDO DA SILVA","EDUARDO FARIAS",7,1
"CARLOS EDUARDO MALHEIROS DE OLIVEIRA","KADU",6,1
"CARLOS FRANCISCO BONAPARTE","BONAPARTE",8,1
"CARLOS FREDERICO THEODORO NADER","CARLOS NADER",8,1
"CARLOS GOMES CANDIDO DE ALMEIDA","JUIZ ARBITRAL CARLOS GOMES",8,1
"CARLOS GRANDSZULDZYCER","CARLOS GRAND",8,1
"CARLOS HENRIQUE CARDOSO DA PAIXAO","HENRIQUE CARDOSO",8,1
"CARLOS HENRIQUE DE OLIVEIRA CARVALHO","CARLOS HENRIQUE",8,1
"CARLOS HENRIQUE MANZANI","HENRIQUE MANZANI",5,1
"CARLOS JERRY MIRANDA PIMENTEL","JERRY",4,1
"CARLOS JESUS ONTIVEROS GUARDIA","DR. CARLOS ONTIVEROS",8,2
"CARLOS JOSE DOS SANTOS","ALCOOBOLA",6,1
"CARLOS ROBERTO FERREIRA","CARLOS FERREIRA",8,1
"CARLOS SEBASTIAO BARBOSA ROSAS","CARLOS ROSA",6,1
"CARLOS SEBASTIAO VASCONCELOS PRATA","GRANDE OTELO FILHO",4,1
"CAROLINA MARIA SANTANA STEFANINI","CAROLINE STEFANINI",8,1
"CECI VIEIRA JURUA","CECI",8,1
"CELINA SANTOS DE OLIVEIRA","MINHA",6,1
"CELSO REIS RESINENTE","CELSO PIPOCA",7,1
"CELSO SILVA DE CARVALHO","CELSO CARVALHO",8,1
"CHARLES COZZOLINO","CHARLES COZZOLINO",6,1
"CHAYENNE GIOIA ALVES","CHAYENNE GIOIA",6,1
"CHRISTINA DO AMARAL BARRETO","CHRISTINA AMARAL",8,1
"CIPRIANO NOGUEIRA DA SILVA","CIPRIANO NOGUEIRA",3,1
"CLARK GABLE RODRIGUES","CLARK GABLE",8,1
"CLAUDIA REGINA DURAES DA SILVA","CLAUDINHA DO PTB",8,1
"CLAUDIO CRAVEIRO RODRIGUES","CLAUDIO CRAVEIRO RODRIGUES",5,1
"CLAUDIO GONZANGA SANTOS","CLAUDIO SANTOS",7,1
"CLAUDIO PENNA CARDOSO","CORONEL CLAUDIO PENNA",8,1
"CLAUDIO RIBEIRO","PASTOR CLAUDIO RIBEIRO",8,1
"CLEBER PINTO VAL","CLEBER VAL",8,1
"CLEBER RIBEIRO AFONSO","COMANDANTE RIBEIRO AFONSO",8,1
"CLEIO GASPAR DE SA FREIRE","PASTOR SÁ FREIRE",8,1
"CLEMENTE SEBASTIAO DE ALMEIDA CAMPOS","Ó CLEMENTE",6,1
"CLEMILCE SANFIM CARDOSO AFFONSO DE CARVALHO","CLEMILCE CARVALHO",8,1
"CLOVIS NOGUEIRA DA PAZ","BIÉ DO ASILO",6,1
"CLESIO DAVID DE FARIA","CLÉSIO DAVID",6,1
"CREUZA GOMES DA SILVA","CREUZA BAIANA",4,1
"CRISTIANE BRASIL FRANCISCO","CRISTIANE BRASIL JEFFERSON",8,1
"CRISTIANE MARTHA FERNANDES DE OLIVEIRA","CRISTIANE MARTHA",6,1
"CRISTIANO JOSE RODRIGUES DE SOUZA","CRISTIANO",7,1
"CRISTINE ARAUJO MOUTINHO","CHRISTINE MOUTINHO",8,1
"CYRO GARCIA","CYRO GARCIA",8,1
"DALTRO JACQUES D'ORNELLAS","JACQUES D'ORNELLAS",4,1
"DALVI MACEDO","DALVI MACEDO",6,1
"DANIEL BRASIL CAETANO","DANIEL BRASIL",3,1
"DANIEL TELES DE SOUZA","PANTERA",6,1
"DARI MIRANDA ALVES","DARIO MIRANDA",5,1
"DARLAN DUARTE RIBEIRO","PR. DARLAN",4,1
"DARLEI GONCALVES BRAGA","DARLEI",3,1
"DAVID VALE MIRANDA","PR. DAVID MIRANDA",4,1
"DEIVES GOULART DOS SANTOS","DEIVES",4,1
"DELVO NICODEMOS NORONHA","TEN. CEL. DELVO",8,1
"DEMETRIO MASSAD SOBRINHO","DEMETRIO",7,1
"DILSON AVELINO DA SILVA","DILSON MAGRININO",6,1
"DIRCE PORTO DA SILVA","PROFESSORA DIRCE PORTO",8,1
"DJAN GARRIDO MADRUGA","DJAN MADRUGA",8,1
"DOMINGOS DE OLIVEIRA E SILVA FILHO","DOMINGOS GREGOS",8,1
"DOMINGOS PASCHOAL PEREIRA DE FREITAS","DOMINGOS DE FREITAS",8,1
"EBER SOARES DE SOUZA","EBER DE SOUZA",8,1
"ECY GONCALVES PENA TEIXEIRA","ECY GONÇALVES",6,1
"EDGARD LOPES CRESPO FILHO","EDGARD LOPES CRESPO GAZINHO",6,1
"EDIEL ANTONIO FERREIRA","EDIEL",6,1
"EDILSON MARCELINO DE SOUSA","TURCÃO",6,1
"EDIMILSON ANTONIO RODRIGUES","EDIMILSON DA PISCINA",4,1
"EDINEA BATISTA ARAUJO DOS PASSOS","EDINEA PASSOS",8,1
"EDIVALDO BANDEIRA DE LIMA","EDIVALDO BLIMA",8,1
"EDMILSON DA SILVA PAULINO","EDMILSOM PALMIER",4,1
"EDMILSON JOSE VALENTIM DOS SANTOS","EDMILSON VALENTIM",7,1
"EDNA LEITE DE AGUIAR","EDNA AGUIAR",6,1
"EDNA MARIA BARBOSA","EDNA BARBOSA",6,1
"EDSON EZEQUIEL DE MATOS","EZEQUIEL",8,1
"EDSON MARCELINO PINTO","EDSON MARCELINO",6,1
"EDSON MARTINS FERNANDES JUNIOR","EDSON FERNANDES - EDINHO",6,1
"EDSON PINTO","EDSON PINTO",6,1
"EDSON SANTOS DE SOUZA","EDSON SANTOS",6,1
"EDUARDO BANKS DOS SANTOS PINHEIRO","EDUARDO BANKS",3,1
"EDUARDO BENEDITO LOPES","EDUARDO LOPES",8,1
"EDUARDO COSENTINO DA CUNHA","EDUARDO CUNHA",8,1
"EDUARDO MEOHAS","EDUARDO MEOHAS",8,1
"EDUARDO SALATHIEL DA SILVA","SALATHIEL",8,1
"EDUARDO VALERIANO ALVES","EDUARDO VALERIANO",8,1
"ELAINE MOURA","ELAINE MOURA",7,1
"ELANI CARVALHO COSTA","ELAINE COSTA",4,1
"ELCIO CARNEIRO CARVALHO JUNIOR","ELCIO CARNEIRO",8,1
"ELENOURA WANDERLEY PEREIRA","ELENOURA",6,1
"ELIAS MEIBER MACHADO","ELIAS MEIBER",8,1
"ELISETE MARIA ALVES DA SILVA","ELISETE ALVES",5,1
"ELIZEU MACHADO DOS SANTOS","PASTOR ELIZEU MACHADO",6,1
"ELPIDIO FERREIRA DOS SANTOS","ELPÍDIO SANTOS",8,1
"ELYEO PEREIRA","ELYEO PEREIRA",6,1
"ERLAN CESARIO DA ROCHA","ERLAN A REVOLUÇÃO",3,1
"ERNESTO GOMES CARUSO","ERNESTO CARUSO",8,1
"ERUDILIO BARRETO DA SILVA","DIDI",6,1
"ESTELA ALVES DE VASCONCELOS","ESTELA ALVES",8,1
"EUGENIO ORMANDY PINTO DE SOUZA","EUGENIO ORMANDY",4,1
"EURICO QUINTINO DA SILVA","EURICO QUINTINO",6,1
"EURICO ANGELO DE OLIVEIRA MIRANDA","EURICO MIRANDA",8,1
"EVERALDO EUFRASIO FRANCISCO","EVERALDO EUFRASIO",7,1
"EVERALDO TEIXEIRA DO NASCIMENTO","EVERALDO TEIXEIRA",6,1
"EZAQUIEL SIQUEIRA DA CONCEICAO","EZAQUIEL SIQUEIRA",4,1
"EZEQUIAS DO COUTO CABRAL","CABRAL BOMBEIRO",6,1
"EZEQUIEL DOMINGUES LOURENCO","QUIEL DO CANARINHO",8,1
"FABIO BRASIL SANTOS","FABIO BRASIL",5,1
"FABIO ROMUALDO DINIZ","FABIO DINIZ",8,1
"FELIPE LEONE BORNIER DE OLIVEIRA","FELIPE BORNIER",8,1
"FERNANDO ALVES DE LIMA INACIO SILVA","FERNANDO DELIMA BRASIL",6,1
"FERNANDO ANTONIO FOLGADO GONCALVES","FERNANDO GONÇALVES",8,1
"FERNANDO AUGUSTO DOS SANTOS MOTA","AUGUSTO MOTA",8,1
"FERNANDO LOPES DE ALMEIDA","FERNANDO LOPES",8,1
"FERNANDO PAULO NAGLE GABEIRA","FERNANDO GABEIRA",6,1
"FERNANDO WILLIAM FERREIRA","FERNANDO WILLIAM",8,1
"FLAVIO GUEDES DE MEDEIROS","FLÁVIO GUEDES",8,1
"FLAVIO LUIZ FERNANDES DE SANT'ANNA","FLAVIO SANT'ANNA",8,1
"FLOBER EVANIR FERREIRA COUTINHO","FLOBER COUTINHO",8,1
