"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"JOSE GARCIA DE FREITAS","ZÉ BRAQUIARA",6,1
"JOAO BATISTA DOS SANTOS","JOÃO GRANDÃO",8,1
"JOAO DO CARMO BATISTA DORNELES","JOÃO DORNELES",6,1
"JOAO LUCAS MARTINS","JOÃO MARTINS",7,1
"JOAO SILVA DE SOUZA","JOÃO BALA",8,1
"JURACI DA LUZ DUTRA BATISTOTI","JURACI BATISTOTI",8,1
"LEOCADIA AGLAE PETRY LEME","PROFESSORA LEOCÁDIA",8,1
"LOESTER NUNES DE OLIVEIRA","DR. LOESTER",8,1
"MARA EULALIA CARRARA DA SILVA","PROFª MARA CARRARA",8,1
"MARCOS DE SOUZA MARTINS","MARQUINHOS",8,1
"MARCUS GARCIA GOMES","MARQUINHO GARCIA",8,1
"MARIANO DUARTE CABREIRA","MARIANO CABREIRA",3,1
"MARILU SEGATTO GUIMARAES","MARILÚ GUIMARÃES",8,1
"MARCAL GONCALVES LEITE FILHO","MARÇAL FILHO",8,1
"MAURA NEVES BRAGA","MAURA NEVES",8,1
"NILTON CEZAR SERVO","NILTON CEZAR",6,1
"PAULINHO KOWALSKI","PAULINHO KOWALSKI",4,1
"REGINALDO DE OLIVEIRA FERREIRA","PASTOR REGINALDO FERREIRA",6,1
"ROSEMEIRE SILVA DE CARVALHO","ROSE",4,1
"RUY WALDO ALBANEZE","RUY WALDO",8,1
"SIDLEI ALVES DA SILVA","SIDLEI ALVES",6,1
"TANIA MARA GARIB","TANIA GARIB",8,1
"TEREZA DUTRA","TEREZA DUTRA",7,1
"UBIRAJARA BORGES MARTINS","UBIRAJARA MARTINS",8,1
"VALDIR DE ALMEIDA","DR.VALDIR DE ALMEIDA",8,1
"VALTER PALMA PESSOA","VALTER PALMA",8,1
"VANDER LUIZ DOS SANTOS LOUBET","VANDER LOUBET",6,1
"VANDERLEI DA SILVA MATOS","VANDERLEI CABELUDO",7,1
"VLADIMIR DA SILVA FERREIRA","VLADIMIR FERREIRA",7,1
"WALDEMIR MOKA MIRANDA DE BRITTO","MOKA",8,1
"WALDEMIR POPPI","POPPI",8,1
"WALDIR NEVES BARBOSA","WALDIR NEVES",8,1
"WALMIR SILVA DOS SANTOS","CORONEL WALMIR",8,1
"ADMAR AGOSTINI MANICA","MANICA",8,1
"AISLAN SEBASTIAO CUNHA GALVAO","AISLAN",7,1
"ALDIR SCHNEIDER","SCHNEIDER",6,1
"ALENCAR FARINA","DR.FARINA",8,1
"AMOREZIO DIAS VIDRAGO","AMORÉZIO",6,1
"ANTONIO AGUIAR FERREIRA","DR. ANTONIO AGUIAR",8,1
"AZENILDE JESUS DE ARAUJO","ZENE",6,1
"BENEDITO FRANCISCO CURVO","CHICO CURVO",7,1
"CARLOS ALBERTO CASTANHO SCHOLTAO","SCHOLTÃO",8,1
"CARLOS AUGUSTO ABICALIL","CARLOS ABICALIL",8,1
"CECILIO DE JESUS GAETA","JESUS GAETA",8,1
"CELCITA ROSA PINHEIRO DA SILVA","CELCITA PINHEIRO",8,1
"CELIS SANTIN BORGES","CELIS",6,1
"CHARLES CAETANO ROSA","CHARLES CAETANO",8,1
"CLEIA COUTO GALVAO DE OLIVEIRA","CLÉIA GALVÃO",8,1
"DOMINGAS RAMOS DA SILVA","DOMINGAS DO IMPERIAL",6,1
"DOMINGOS SAVIO DA CUNHA GARCIA","DOMINGOS GARCIA",8,1
"EDGAR PIANA PEREIRA","PIANA",6,1
"EDUARDO ALVES DE MOURA","EDUARDO MOURA",8,1
"EDUARDO GOMES SILVA","DR. EDUARDO",8,1
"ELIENE JOSE DE LIMA","ELIENE - LN - ELIENE LIMA",8,1
"ELISABETE SOUZA DA SILVA","BETE",6,1
"ENELINDA MARIA APARECIDA DOS SANTOS SCALA","PROFESSORA ENELINDA",8,1
"EUDES FERREIRA DA COSTA","PROFESSOR EUDES",7,1
"FERNANDA MARIA MARTINS","FERNANDA MARTINS",8,1
"FRANCISCO TARQUINIO DALTRO","CHICO DALTRO",8,1
"GABRIELA BOMDESPACHO VON EYE","GABRIELA DO COCO",5,1
"HELIO DA SILVA","HÉLIO SILVA",8,1
"HOMERO ALVES PEREIRA","HOMERO PEREIRA",8,1
"IVAN GONCALVES BARBOSA DOS SANTOS","IVAN SANTOS",4,1
"IVANILDO RAMOS VIEIRA","IVANILDO CAMPING CLUB",6,1
"JACY RIBEIRO DE PROENCA","PROFª JACY PROENÇA",8,1
"JAIR MARIANO","JAIR MARIANO",6,1
"JEREMIAS PINITA'AWE TSIBODOWAPRE","JEREMIAS",6,1
"JOAO BATISTA DOS ANJOS","JB ADVOGADO",8,1
"JOAO ROBERTO FERLIN","JOÃO FERLIN",8,1
"JOSE ANTONIO DOS SANTOS MEDEIROS","ZÉ ANTÔNIO MEDEIROS",8,1
"JOSE FERREIRA LEMOS NETO","JUCA LEMOS",8,1
"JOSE MARCONDES DOS SANTOS NETO","MUVUCA",8,1
"JOSE PETAN TOLEDO PIZZA","PETAN",8,1
"JOSE ROBERTO BEZERRA","JOSÉ ROBERTO",7,1
"JOSE ROBERTO DE OLIVEIRA RODRIGUES","ZÉ DO PT",7,1
"JOSUE DE JESUS SILVA","JOSUÉ DE JESUS",5,1
"JULIANO JORGE BORACZYNSKI","JULIANO JORGE",6,1
"LUECI RAMOS LOURENCO","LUECI RAMOS",8,1
"LUTERO SIQUEIRA DA SILVA","LUTERO SIQUEIRA",6,1
"MANOEL ANTONIO RODRIGUES PALMA","PALMA",8,1
"MANOEL LUIZ NOSCHANG","NOSANGUE",6,1
"MANOEL OLEGARIO DE SOUZA NETO","MANOEL OLEGÁRIO",7,1
"MARA FRANCISCA DE OLIVEIRA LIMA","MARA LIMA",6,1
"MARIO SERGIO GONCALVES","MARIO SÉRGIO MOTOTAXI",6,1
"MAURILIA BORGES","DARLA",6,1
"NERI GELLER","NERI GELLER",6,1
"OZIEL CATARINO BOM DESPACHO FARIAS","OZIEL CATARINO",8,1
"PAULO PEREIRA FIUZA FILHO","PAULO FIUZA",6,1
"PAULO ROBERTO ARAUJO","PAULINHO TOCHA",6,1
"PAULO SERGIO PEDROSO DE BARROS","PAULO TÁ BRANCO",6,1
"PAULO TADEU DA SILVA PEDRA","PAULO PEDRA",7,1
"PEDRO HENRY NETO","PEDRO HENRY",8,1
"PEDRO RODRIGUES LIMA","PEDRO LIMA",8,1
"RICARDO JOSE SANTA CECILIA CORREA","RICARDO CORREA",8,1
"RICARTE DE FREITAS JUNIOR","RICARTE DE FREITAS",8,1
"ROGERIO LUCIO SOARES DA SILVA","ROGERIO SILVA",3,1
"SATURNINO MASSON","SATURNINO MASSON",5,1
"SERGIO JOSE DE AGUIAR","PASTOR SÉRGIO",8,1
"THAIS BERGO DUARTE BARBOSA","THAIS BARBOSA",8,1
"THELMA PIMENTEL FIGUEIREDO DE OLIVEIRA","THELMA DE OLIVEIRA",8,1
"VANDA VALADARES CARDOSO","VANDA VALADARES",7,1
"VICENTE DA RIVA","VICENTE DA RIVA",8,1
"VICTORIO GALLI FILHO","PROF. VICTORIO GALLI",8,1
"WELLINGTON ANTONIO FAGUNDES","WELINTON",8,1
"WILLIAM TADEU RODRIGUES DIAS","WILLIAN DIAS",8,1
"ADEMIR GALVAO ANDRADE","ADEMIR ANDRADE",8,1
"ADAO MOURA TABOSA","ADÃO TABOSA",8,1
"ALCEMIR PAIXAO DA COSTA PALHETA","DR. PALHETA",8,1
"ALDEBARO BARRETO DA ROCHA KLAUTAU","ALDEBARO KLAUTAU",8,1
"ANA SUELY MAIA DE OLIVEIRA","SUELY",8,1
"ANN CLELIA DE BARROS PONTES","ANN PONTES",8,1
"ANTONIO DE ALMEIDA PORTILHO","PORTILHO",7,1
"ANTONIO LUIZ DA ROSA","LUIZÃO",6,1
"ARI HERMES","ARI HERMES",4,1
"CARLOS EDUARDO BARBOSA PEREIRA","NETO",6,1
"CLEBSON PEREIRA CARVALHO","CLEBSON CARVALHO",7,1
"DEBORA PANTOJA CARNEIRO DE OLIVEIRA","DEBORA ABELHA",6,1
"ELCIONE THEREZINHA ZAHLUTH BARBALHO","ELCIONE BARBALHO",8,1
"ELEANOR GOMES DA SILVA PALHANO","ELEANOR PALHANO",8,1
"ELIEZER PINHO DE FREITAS","ELIEZER FREITAS",8,1
"ELSON SANTOS SILVA","ELSON SANTOS",8,1
"EUDO LUIZ RIBEIRO MACHADO","EUDO BARATA",8,1
"FINELON REBOUCAS ALMEIDA ARAUJO","FINELON REBOUÇAS",7,1
"FRANCISCO AGUIAR SILVEIRA","CHICO AGUIAR",4,1
"FRANCISCO CANDIDO SILVA JUNIOR","CANDIDO JUNIOR",8,1
"FRANCISCO CARLOS RIBEIRO","CARLOS DE JESUS",6,1
"FRANCISCO CLAUDIO FERREIRA DA FONSECA","CLAUDIO FERREIRA",5,1
"FRANCISCO FERREIRA FREITAS NETO","CHICO NETO",8,1
"FRANCISCO JOSE DA COSTA","CHICO PAULINO",6,1
"FRANKLIN RABELO DA SILVA","FRANKLIN RABELO",8,1
"FABIO VELOSO DE CASTRO","FÁBIO DE CASTRO",8,1
"GERSON DOS SANTOS PERES","GERSON PERES",8,1
"GIOVANNI CORREA QUEIROZ","GIOVANNI QUEIROZ",8,1
"GISELA SEQUEIRA CUNHA","GISELA CUNHA",8,1
"GUILHERME OLIVEIRA BRAGA","GUILHERME BRAGA",8,1
"HELENILSON CUNHA PONTES","HELENILSON",8,1
"HIDERALDO LUIZ BELEM DA COSTA LIMA","BELÉM",6,1
"HILTON MARTINS DURAES","DURÃES",6,1
"IVALDO JOSE PIMENTEL","PIMENTEL",6,1
"IVAN MUNIZ CARVALHO","PROFESSOR IVAN",8,1
"JADER FONTENELLE BARBALHO","JADER BARBALHO",8,1
"JESSE BATISTA DA SILVA","JESSE BATISTA",6,1
"JOAQUIM DE LIRA MAIA","LIRA MAIA",8,1
"JOSE ANTONIO MELO FERREIRA","MELO DO PSB",8,1
"JOSE GERALDO TORRES DA SILVA","ZÉ GERALDO",4,1
"JOSE ITABIRICI DE SOUZA E SILVA JUNIOR","ITABIRICI",8,1
"JOSE ROBERTO OLIVEIRA FARO","BETO",6,1
"JOSE ANTONIO DE SOUZA MONTEIRO","MONTEIRO",8,1
"JOSE DE ARIMATEIA DA SILVA BASTOS","JOSÉ DE ARIMATÉIA",7,1
"JOSE OSMANDO FIGUEIREDO","OSMANDO FIGUEIREDO",6,1
"JOSE ROBERVAL SOUSA","ROBERVAL",3,1
"JOSE TAVARES DOS REIS","TAVARES",6,1
"JOAO NAZARENO NASCIMENTO MORAES","DELEGADO MORAES",8,1
"JOAO OLINTO TOURINHO DE MELLO E SILVA","JOÃO OLINTO",8,1
"KLEBER ANTONIO GONCALVES GURJAO","KLEBER GURJÃO",6,1
"LEONISIO LOPES TRINDADE","LÉO DO MANO VELHO",8,1
"LUIZ DA COSTA LEAO","LUIZ LEÃO",4,1
"LUIZ OSCAR BENTO DE LIMA","BENTO",8,1
"LUIZ OTAVIO MONTEIRO BARROSO","OTÁVIO BARROSO",8,1
"LUCIO DUTRA VALE","LÚCIO VALE",8,1
"MALAQUIAS ALMEIDA SANTOS","MALAQUIAS",6,1
"MANOEL AUGUSTO COSTA REZENDE","AUGUSTO REZENDE",7,1
"MANOEL VERA CRUZ DOS SANTOS","VERA CRUZ",8,1
"MARCOLINA MAGNO BARBOSA","PROFª MARCOLINA MAGNO",8,1
"MARGARIDA MARIA MONTE DE MATOS","PROFª. MARGARIDA MONTE",8,1
"MARIA DO SOCORRO GOMES COELHO","SOCORRO GOMES",7,1
"MARIO RODRIGUES DA SILVA FILHO","FILHO CORAGEM",8,1
"MARTA INES ANTUNES LIMA","MARTA INÊS",8,1
"MILTON CAMPBELL CAMPOS","MILTON CAMPOS",8,1
"NAPOLEAO BRAUN GUIMARAES","NAPOLEÃO",8,1
"NICIAS LOPES RIBEIRO","NICIAS RIBEIRO",8,1
"NILSON PINTO DE OLIVEIRA","NILSON PINTO",8,1
"OSCAR GUILHERME ABDON SANTIAGO","SANTIAGO",6,1
"PAULO JOAQUIM DE JESUS","PAULO DE JESUS",7,1
"PAULO ROBERTO GALVAO DA ROCHA","PAULO ROCHA",6,1
"PEDRO AMILTON MARINHO GOMES","PEDRO GÊMEO",8,1
"PEDRO ROMANO MILEO","PEDRO ROMANO",6,1
"RAIMUNDO JOSE PEREIRA DOS SANTOS","RAIMUNDO SANTOS",8,1
"RAIMUNDO RODRIGUES DE OLIVEIRA","RAIMUNDO IVO",6,1
"REGINALDO ARAUJO FREITAS","XAVANTE",6,1
"ROSEMEIRE KLUIZ GONZAGA VAZ","MEIRE VAZ",6,1
"ROSINALDO DA TRINDADE CARDOSO","PROF. ROSINALDO",8,1
"RUI LEONARDO VASCONCELOS DE ALMEIDA","RUI LEONARDO",7,1
"RUY IMBIRIBA CORREA","RUY CORREA",8,1
"SERGIO HIDEKI HIURA","SERGIO HIURA",6,1
"TACIANO PINON FRIAES","PINON FRIAES",6,1
"UBIRACY RODRIGUES SOARES","BIRA RODRIGUES",8,1
"VANDUIR JOSE DE LIMA","DR. VANDUIR",8,1
"VICTOR PIRES FRANCO NETO","VIC PIRES FRANCO",8,1
"WALDEMIR DE LIMA CORDEIRO FILHO","JUNIOR LIMA",5,1
"WLADIMIR AFONSO DA COSTA RABELO","WLADIMIR COSTA",6,1
"WLADIMIR FURTADO MIRANDA","WLADIMIR MIRANDA",7,1
"ZENALDO RODRIGUES COUTINHO JUNIOR","ZENALDO COUTINHO",8,1
"AFONSO WALTEMIR VIEIRA CARTAXO","AFONSO CARTAXO",8,1
"ALEXANDRO WESLEY CAVALCANTI MARQUES","ALEX MARQUES",4,2
"ALZENI RODRIGUES DOS SANTOS","ALZENI RODRIGUES",8,1
"ANTONIO DE PADUA DA SILVA","PÁDUA",6,1
"BETANEA DOS ANJOS DE BARROS OLIVEIRA","PROFESSORA BETANEA",8,1
"BONIFACIO ROCHA DE MEDEIROS","BONIFACIO",8,1
"DAMIAO FELICIANO DA SILVA","DR. DAMIÃO",8,1
"EDNALDO FERREIRA FONTES","EDNALDO FONTES",4,1
"EFRAIM DE ARAUJO MORAIS FILHO","EFRAIM FILHO",8,1
"ELENILDO GOMES DA SILVA","ELENILDO",8,1
"ENIVALDO RIBEIRO","ENIVALDO RIBEIRO",8,2
"ERASMO ROCHA DE LUCENA","ERASMO LUCENA",8,1
"EUSEBIO DOS SANTOS","EUZÉBIO",4,1
"FRANCISCO DAS CHAGAS","CHAGAS",6,1
"FRANCISCO LACERDA DE ARAUJO","LACERDA",8,1
"FRANCISCO LOPES DA SILVA","CHICO LOPES",8,1
"FABIO RODRIGUES DE OLIVEIRA","MAJOR FÁBIO",8,1
"GILVAN BANDEIRA DE SOUZA","GILVAN BANDEIRA",8,1
"GUSTAVO FONTES SILVA","GUGA SILVA",8,1
"INALDO ROCHA LEITAO","INALDO LEITÃO",8,1
"IVANILSON DE SOUZA RODRIGUES","NILSON",8,1
"IVES ROCHA LEITAO","MIKIKA",7,1
"JOSIVALDO GUILHERME DA SILVA","CORONEL GUILHERME",8,1
"JOSE ARIMATEIA RODRIGUES FRANCA","ARIMATÉIA FRANÇA",6,1
"JOSE EUDES DA SILVA","EUDES",6,1
"JOSE VIEIRA FILHO","VIEIRINHA",4,1
"JOSE WELLINGTON ROBERTO","WELLINGTON ROBERTO",7,1
"JOSE WILSON SANTIAGO","WILSON SANTIAGO",8,1
"JOAO BATISTA FREIRE VIEGAS","VIEGAS",8,1
"JOAO CAMILO DOS SANTOS","JOÃO CAMILO",8,1
"JUCELINO CANDIDO DE MOURA","SARGENTO JUCELINO",5,1
"LUCIUS FABIANI DE VASCONCELOS SOUSA","LUCIUS FABIANI",8,1
"LUIZ ALBUQUERQUE COUTO","LUIZ COUTO",8,1
"MANOEL ALVES DA SILVA JUNIOR","MANOEL JUNIOR",8,1
"MANOEL MARLENO BARROS","MARLENO BARROS",8,1
"NELSON ANACLETO PEREIRA","NELSON ANACLETO",8,1
"NICOLA MAJORANA LOMONACO SEGUNDO","NICOLA",6,1
"PHILEMOM RODRIGUES DA SILVA","PASTOR PHILEMOM",6,1
"RENAULT VIEIRA DE SOUZA","RENÔ DE SOUZA",8,1
"RICARDO FEITOSA RIQUE","RICARDO RIQUE",7,1
"RONALDO JOSE DA CUNHA LIMA","RONALDO CUNHA LIMA",8,1
"ROMULO JOSE DE GOUVEIA","RÔMULO GOUVEIA",7,1
"TARCISIO MARCELO BARBOSA DE LIMA","TARCÍSIO MARCELO",8,1
"VITAL DO REGO FILHO","VITALZINHO",8,1
"WALTER CORREIA DE BRITO NETO","WALTER BRITO NETO",7,1
"WATTEAU FERREIRA RODRIGUES","WATTEAU",8,1
"WILSON LEITE BRAGA","WILSON BRAGA",8,1
"ALEXANDRE ESPINDOLA DE MESQUITA","ALEXANDRE ESPÍNDOLA",6,1
"ANA LUCIA ARRAES DE ALENCAR","ANA ARRAES",8,1
"ANDRE CARLOS ALVES DE PAULA FILHO","ANDRÉ DE PAULA",8,1
"ANTONIO CARLOS VIEIRA DOS SANTOS","BATATA",8,1
"ANTONIO CHARLES LUCENA DE OLIVEIRA MELLO","CHARLES LUCENA",6,1
"ANTONIO DE LEMOS VASCONCELOS NETO","ANTONIO DE LEMOS",5,1
"ANTONIO JOSE FERREIRA DA SILVA","PROF. ANTONIO JOSE",8,1
"APARECIDO DONIZETI ROCHA","DONIZETI ROCHA",8,1
"ARISTOTELES JOSE DE SOUZA SILVA","TOTE",6,1
"ARMANDO DE QUEIROZ MONTEIRO NETO","ARMANDO MONTEIRO",8,1
"BAIARDO DE ANDRADE LIMA","BAIARDO",7,1
"BRENO CANDIDO RAMOS","BRENO RAMOS",5,1
"BRUNO CAVALCANTI DE ARAUJO","BRUNO ARAÚJO",8,1
"CARLA DAMIANA DOS SANTOS","IRMÃ CARLA",8,1
"CARLOS ADILSON PINTO LAPA","CARLOS LAPA",8,1
"CARLOS EDUARDO CINTRA DA COSTA PEREIRA","CADOCA",8,1
"CARLOS WILSON ROCHA DE QUEIROZ CAMPOS","CARLOS WILSON",7,1
"DAGOBERTO DA SILVA DANTAS","DAGOBERTO DANTAS",8,1
"DARLANGES ALVES E SILVA","DARLANGES",8,1
"DAVID BATISTA SANTIAGO","SARGENTO SANTIAGO",7,1
"DEMOSTENES BATISTA VERAS FILHO","DR. DEMOSTENES",8,1
"EDGAR MOURY FERNANDES SOBRINHO","EDGAR MOURY",8,1
"EDIVALDO VALENTIN DA SILVA","EDIVALDO VALENTIN",8,1
"EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA","EDUARDO DA FONTE",6,1
"EDUARDO LEOCADIO JORGE DE SOUZA","EDUARDO LEOCÁDIO",8,1
"EDVANIA ALVES DA SILVA","EDVÂNIA ALVES",7,1
"ELIAS GOMES DA SILVA","ELIAS GOMES",6,1
"ELIAS THOME DOS SANTOS","ELIAS THOMÉ",6,1
"ERALDO DA SILVA","ERALDO DA SILVA",6,1
"ESDRAS CABRAL DE MELO","PASTOR E PROF. ESDRAS CABRAL",8,1
"EVANDRO GARLA PEREIRA DA SILVA","EVANDRO GARLA",6,1
"EVILASIO PEREIRA DA SILVA","EVILÁSIO CAROBA",6,1
"FERNANDO ANTONIO DO NASCIMENTO","FERNANDO NASCIMENTO",8,1
"FERNANDO ANTONIO RODOVALHO","FERNANDO RODOVALHO",8,1
"FERNANDO BEZERRA DE SOUZA COELHO FILHO","FERNANDO BEZERRA COELHO FILHO",8,1
"FERNANDO DANTAS FERRO","FERRO",8,1
"FRANCISCO OLIMPIO DA SILVA","PASTOR FRANCISCO OLÍMPIO",3,1
"FABIO CORREA OLIVEIRA ANDRADE NETO","FÁBIO CORREA NETO",6,1
"GEOVANE JOSE GOMES DE ALMEIDA","GEOVANE GOMES",5,1
"GERALDO CARLOS WOORTMANN","GERALDO CARLOS",5,1
"GERALDO DOMINGOS DA SILVA","IRMÃO GERALDO DOMINGOS",6,1
"GERSON COSME DO NASCIMENTO","BOB GEL",5,1
"GILVAN OLIVEIRA COSTA","GILVAN COSTA",6,1
"HENRIQUE GOMINHO FERRAZ","MAJOR HENRIQUE FERRAZ",8,1
"INOCENCIO GOMES DE OLIVEIRA","INOCÊNCIO OLIVEIRA",8,1
"ISAAC MANACES DE ALBUQUERQUE","ISAAC DO ÔNIBUS",3,1
"ISAIAS GOMES DA SILVA","DR. ISAIAS GOMES",8,1
"JARBAS CONSTANTINO CARNEIRO DE MATTOS TRINDADE","JARBAS TRINDADE",8,1
"JEFFERSON ETELVINO DE LIMA","JEFFERSON LIMA",6,1
"JOAQUIM FRANCISCO DE FREITAS CAVALCANTI","JOAQUIM FRANCISCO",8,1
"JOSE EVERALDO DO SANTOS","NINGUÉM",6,1
"JOSE MENDONCA BEZERRA","ZÉ MENDONÇA",8,1
"JOSE SEVERIANO CHAVES","JOSE CHAVES",8,1
"JOSILENE DOS SANTOS SILVA","JOSILENE SILVA",6,1
"JOSE CORREIA DE ARAUJO FILHO","IRMÃO ARAÚJO",8,1
"JOSE INACIO CASSIANO DE SOUZA","SOUZA",6,1
"JOSE MUCIO MONTEIRO FILHO","JOSÉ MÚCIO",8,1
"JOAO DE MOURA BARBOSA FILHO","CORONEL JOÃO DE MOURA",8,1
"JOAO GALDINO DA SILVA","PROF. JOÃO GALDINO",8,1
"LAMARTINE HOLLANDA JUNIOR","LAMARTINE HOLLANDA",8,1
"LUCIANO JORGE OLIVEIRA","INDIGNADOS",8,1
"LUIZ GONZAGA PATRIOTA","GONZAGA PATRIOTA",8,1
"MANACES FRANCISCO DA SILVA","MANACES",4,1
"MARCOS ANTONIO RAMOS DA HORA","MARCOS ANTÔNIO",8,1
"MARIA DO DESTERRO NOVAIS","DESTERRO",6,1
"MARIA IRENE DA SILVA","IRENE SILVA",6,1
"MAURICIO FRUTUOSO DE ALMEIDA","MANDELA",4,1
"MAURICIO RANDS COELHO BARROS","MAURÍCIO RANDS",8,1
"NAMOYR LIMA DE BARROS","NAMOYR LIMA",5,1
"NILTON SOARES AYRES","NILTON AYRES",8,1
"NUNES RAFAEL MENDES COELHO","NUNES RAFAEL",6,1
"OSINALDO VALDEMAR DE SOUZA","OSINALDO",6,1
"OSVALDO DE SOUZA COELHO","OSVALDO COELHO",8,1
"OZIAS SANTANA DE LIMA","IRMAO OZIAS",8,1
"PAULO AFONSO VELOSO CINTRA","PAULO AFONSO CINTRA",6,1
"PAULO FERNANDO VALENCA CORREA","PAULO VALENÇA",8,1
"PEDRO EUGENIO DE CASTRO TOLEDO CABRAL","PEDRO EUGÊNIO",8,1
"RAUL BELENS JUNGMANN PINTO","RAUL JUNGMANN",6,1
"RAUL JEAN LOUIS HENRY JUNIOR","RAUL HENRY",8,1
"RENILDO VASCONCELOS CALHEIROS","RENILDO CALHEIROS",8,1
"RITA DE CASSIA FERREIRA DE MENDONCA","CÁSSIA MENDONÇA NOBEL DA PAZ",7,1
"ROBERTO DE OLIVEIRA LIBERATO","ROBERTO LIBERATO",8,1
"ROBERTO MAGALHAES MELO","ROBERTO MAGALHAES",8,1
"SALATIEL SOUSA CARVALHO","SALATIEL CARVALHO",8,1
"SEVERINO JOSE CAVALCANTI FERREIRA","SEVERINO CAVALCANTI",4,1
"SEVERINO MARCOS DE OLIVEIRA CARNEIRO","MARCOS CARNEIRO XEPA",8,1
"SILVIO SERAFIM COSTA","SILVIO COSTA",8,1
"ULISSES PEREIRA DE ARAUJO FILHO","ULISSES ARAUJO",6,1
"VALDEMIR NUNES DE SOUZA","MAGUILA",8,1
"WALTER PEREIRA DE FREITAS","WALTER FREITAS",6,1
"WELLESSON RAMOS EPIFANIO","SOLDADO EPIFANIO",8,1
"WELLINGTON DUARTE CARNEIRO","WELLINGTON CARNEIRO",6,1
"ALVARO DE SOUZA FERNANDES","ÁLVARO FERNANDES",6,1
"ANTONIO CARLOS DE OLIVEIRA","CARLOS OLIVEIRA",7,1
"ANTONIO JOSE CASTELO BRANCO MEDEIROS","ANTONIO JOSE MEDEIROS",8,1
"ANTONIO JOSE DE MORAES SOUZA","MORAES SOUZA",6,1
"ANTONIO SARMENTO DE ARAUJO COSTA","PROFESSOR SARMENTO",8,1
"ASCANIO SAVIO DOS SANTOS E SOUSA","ASCÂNIO",6,1
"ATILA FREITAS LIRA","ATILA",7,1
"BENEDITO CARVALHO SA","B. SÁ",8,1
"CARLOS JACKSON GUTEMBERG DE SOUSA","JACKSON GUTEMBERG",5,1
"CELSO BARROS COELHO","CELSO BARROS",8,1
"CILENE MARIA ASSUNCAO MEDEIROS","CILENE MARIA",7,1
"CIRO NOGUEIRA LIMA FILHO","CIRO NOGUEIRA",8,1
"CLEOPLINIO DIAS DA SILVA","CLEOPLINIO DIAS",4,1
"ELIAS DE SOUSA SANTOS","ELIAS DE SOUSA SANTOS",7,1
"ELIZEU MORAIS DE AGUIAR","ELIZEU AGUIAR",7,1
"FERNANDO FORTES SAID","FERNANDO SAID",8,1
"FRANCISCO DAS CHAGAS BEZERRA RODRIGUES","CHICO DE JÚLIO",8,1
"FRANCISCO HAROLDO ALVES VASCONCELOS","HAROLDO VASCONCELOS",8,1
"FRANCISCO RODRIGUES SOARES","PROF. SOARES",8,1
"GENIVAL TAVARES CAVALCANTE","DEDÉ PADEIRO",6,1
"GESSIVALDO ISAIAS DE CARVALHO","PASTOR GESSIVALDO",7,1
"GILBERTO DA PAIXAO FONSECA","PAIXÃO",6,1
"JACINTO TELES COUTINHO","JACINTO TELES",8,1
"JANIERY PEREIRA BRODER","JANE BRODER",8,1
"JASON WILLIAMS NORMANDO STONE","STONE",8,1
"JOAQUIM JOSE SARAIVA DA PENHA","JOAQUIM SARAIVA",6,1
"JOSE DANILO GUIMARAES ROCHA","DANILO GUIMARAES",8,1
"JOSE JEOVA SOARES LIMA","JEOVÁ",6,1
"JOSE VICENTE DOS SANTOS","PRIMO ZÉ VICENTE",3,1
"JOSE DE ANDRADE MAIA FILHO","MAINHA",7,1
"JOSE DIAS DE CASTRO NETO","CASTRO NETO",8,1
"JOSE FRANCISCO PAES LANDIM","PAES LANDIM",8,1
"JOSE RAULINO CASTELO BRANCO FILHO","RAULINO FILHO",8,1
"JOSE ROBERTO NUNES LEAO","PASTOR JOSÉ ROBERTO",6,1
"JOAO MACHADO DE SOUSA","IRMÃO MACHADO",4,1
"JULIO CESAR DE CARVALHO LIMA","JULIO CESAR",8,1
"LUIZ DE SOUSA SANTOS","O CANGACEIRO",8,1
"LUIZ PEREIRA DE ARAUJO","CHIMBA",4,1
"MANOEL SIMPLICIO DA SILVA","MANOEL SIMPLICIO",6,1
"MARCELO COSTA E CASTRO","MARCELO CASTRO",8,1
"MOACY XAVIER DE SIQUEIRA","MOACY",6,1
"OSMAR RIBEIRO DE ALMEIDA JUNIOR","OSMAR JUNIOR",8,1
"PAULO SEPULVEDA ALMENDRA","SEPULVEDA - ALMENDRA",4,1
"PEDRO PAULO SOARES COSTA","PEDRO PAULO",6,1
"PONCION FERREIRA DA SILVA","PONCION FERREIRA",7,1
"RAIMUNDO DE SA URTIGA FILHO","R SÁ FILHO",8,1
"ROBERTO COUTO RAULINO","ROBERTO RAULINO",8,1
"ROGACIANO VELOSO ALMEIDA","ROGACIANO",8,1
"SAMMYA RAQUEL BASTOS BONA ALMEIDA SILVA","SAMMYA BONA",7,1
"SERGIO HENRIQUE DE SOUSA LOPES","SERGIO BANDEIRA",7,1
"SIMPLICIO MARIO DE OLIVEIRA","SIMPLICIO MARIO",6,1
"TATSUZO TAKESHITA","TATSUZO",8,2
"THEMISTOCLES DE SAMPAIO PEREIRA","THEMISTO",8,1
"VALDEMAR RODRIGUES","PROF VALDEMAR",8,1
